text,label
"Service Rooms Operations Department, formulating project plans, performing needs analysis, securing and managing development",Projects
"Designed, developed and facilitated instructor led and online classes for the organization's finance associates for Project Oceans and Project",Projects
Delivered instructor led training to domestic and international audiences including the Change Management: The Fundamentals course.,Courses & Certificates
learning strategies and training design and development for finance personnel.,Courses & Certificates
"Coordinated the logistics for Headquarters training programs, including managing the instructor cadre, setting annual training schedules and",Courses & Certificates
booking and setting up training facilities.,Courses & Certificates
"Designed and analyzed program evaluations using Vovici and Metrics That Matter software, with a view to making improvements in training",Courses & Certificates
Marketed the training program to potential participants to encourage associate engagement and development.,Courses & Certificates
"Managed staff of three accounting assistants, hiring, performing reviews, and molding their careers through appropriate training.",Courses & Certificates
"STRUDWICK, PMPÂ® CPA PAGE 2 Implemented the International Fee Revenue Database and PeopleSoft billing module, replacing",Projects
Instructional Designer/Training Manager/Database Manager/Senior Accountant,Courses & Certificates
Online Course Instructor,Courses & Certificates
Education and Training,Courses & Certificates
"Master of Science : Education , 2003 CALIFORNIA STATE UNIVERISTY, HAYWARD ï¼​ City , State GPA: GPA: 4.0 Education with, and",Education
option in Online Teaching and Learning Creating Effective Collaborative Learning Experiences GPA: 4.0,Education
"Bachelor of Science : Accounting , 1993 UNIVERSITY OF MARYLAND, COLLEGE PARK ï¼​ City , State Accounting",Education
"Bachelor of Science : Business Administration , 1983 COLLEGE OF ARTS, SCIENCE, AND TECHNOLOGY ï¼​ City , Jamaica Business",Education
Skills,Skills
"Front Office, hiring, instructor, Instructional Design, Leadership training, logistics, managing, Microsoft Office Suite, office, needs analysis,",Courses & Certificates
"payables, PeopleSoft HRMS, PeopleSoft, personnel, Program Management, Project Management, project plans, Teaching, training materials,",Projects
"training design and development, training material, training programs, upgrade, view",Education
Project Management Institute *Member of the Association for Talent Development (formerly ASTD),Projects
7+ years of Experience as a HR Partner with experience in all the facets of the Human Resource Function. Extensive background in HR generalist,Experience
"affairs, including experience in Recruiting, On boarding, Performance Management, employee retention, staff development, mediation, conflict",Experience
"win compromises, developing teambuilding programs, corporate policies. Experience in Recruitment: Full life cycle recruiting involving Resourcing,",Experience
"Sourcing , Interviewing, Placement and On boarding. CORE FUNCTIONAL STRENGTHS HR Generalist Responsibilities Benefits/Payroll",Experience
Training & Development Organizational Development Compensation and Benefits,Courses & Certificates
"HRIS applications (SAP) Proficient with MS Office (Word, Excel, PowerPoint, Access, Outlook) Payroll Softwares for Payroll Processing",Skills
Experience,Experience
Developed internal job portal aimed at providing collaborative environment to facilitate Internal sourcing.,Projects
People Engagement Project Level Engagement Survey - administer the survey for various strategic accounts to understand the health of the,Projects
Analyzing the data and projecting Trends to enable better business decisions.,Projects
Coordinating for Training and Development needs of the employees.,Courses & Certificates
MBA : Human Resource Management KIMS University Karnataka University Human Resource Management,Education
Bachelors of Commerce BNDC University Karnataka University Willing to take up additional certifications such as PHR as required by the role.,Education
Masters of Business Administration,Education
Skills,Skills
"market, Mentor, Access, Excel, MS Office, Outlook, PowerPoint, Word, MIS, negotiations, networking, Internet research, optimization,",Skills
"Team Spot Award for being the best team in driving Performance Management Team Lead Award for "" Mentor Me Program""",Achievements
To obtain a challenging career in the human resource field where I can utilize my capabilities and experiences to achieve goals as well as my,Experience
"Word, Excel Access and PowerPoint experience",Experience
Experience,Experience
"Compiled reports, such as cash receipts, guest-bill charges and maintained high standards of excellence and sales.",Skills
Skills,Skills
"inventory, mailing, Access, Excel, mail, Office, PowerPoint, Microsoft Word, payroll, Process payroll, copiers, printers, Read, Receptionist,",Skills
